english,german,label
The President of the Republic herself is coming here on 12 December to present a report on the Presidency.,Die Präsidentin der Republik wird am 12. Dezember selbst zu Ihnen kommen und eine Bilanz der Präsidentschaft vorlegen.,0
The private patient is privileged.,Der Privatpatient ist privilegiert.,1
Sergelen taught surgery at the Mongolian National University of Medical Sciences from 1982 to 2002.,Sergelen hat von 1982 bis 2002 Chirurgie an der Mongolian National University of Medical Sciences gelehrt.,0
"It is intolerable for European citizens to have some sort of privileged access in a State other than their own and not to have to undergo the same tests and bear the same burdens as the citizens of that country, in the case in the point the citizens of Italy.","Es geht nicht an, dass die Bevölkerung der Europäischen Union in einem anderen Land als ihrem Herkunftsstaat irgendeinen bevorrechtigten Zugang erhalten und nicht dieselben Nachweise erbringen und dieselben Belastungen tragen müssen wie die Bevölkerung dieses Landes, im vorliegenden Fall die italienischen Staatsangehörigen.",0
"I should also like to thank my fellow members, Mrs Pronk and Mrs Karas, for their valuable contribution to the final report.",Außerdem möchte ich den Frauen Kolleginen Pronck und Karas für ihre wertvollen Ratschläge bei der Erstellung dieses Berichts danken.,0
I am most grateful to Commissioner Verheugen for clarifying the question of the closure of nuclear power plants.,"Ich bin Kommissionsmitglied Verheugen sehr dankbar für seine klärende Bemerkung, die es zu der Frage der Stilllegung von Kernkraftwerken gemacht hat.",0
"If citizens are to feel involved in the European Union, its policies and institutions, then it is up to the Members of Parliament in particular to disclose more of the critical decisions, the contradictions, the divergent interests and projects driving the economic and social operators within the European arena.","Damit die Bürger fühlen, dass die Europäische Union, ihre Politiken und ihre Institutionen sie etwas angehen, müssen insbesondere die Parlamentarier die Grundentscheidungen, die Widersprüche, die Interessen - und Zielkonflikte der wirtschaftlichen und sozialen Akteure im europäischen Rahmen stärker verdeutlichen.",1
I would just like to thank the delegate for his constructive contribution and for his willingness to take on board the recommendations from other Committees.,"Herr Präsident, ich möchte es nicht versäumen, dem Delegierten für seinen konstruktiven Beitrag und für seine Bereitschaft, die Stellungnahmen der anderen Ausschüsse zu berücksichtigen, meinen Dank auszusprechen.",0
Men do have the ability and without imposing quotas!,Männer besitzen Kompetenzen. Auch ohne Quoten!,0
"I congratulate the rapporteur on this and, in conclusion, I shall vote in favour of these reports, with the exception of the point I raised just now.","Ich möchte dem Berichterstatter dafür danken und abschließend bemerken, dass ich mit Ausnahme des von mir erwähnten Punktes für diese Berichte stimmen werde.",1
She is the current director of the Belize Wildlife Conservation Society.,Sie ist die aktuelle Direktorin der Wildlife Conservation Society von Belize.,0
The ministers are diplomatic.,Minister sind diplomatisch.,1
"The rapporteur, Mrs Maaten, has, with good reason, proposed reinforcing that legal basis with a reference to another article, Article 133 on external trade, and furthermore has proposed a series of amendments to some of the articles with the aim of preventing this directive being challenged on the basis of the case-law established by the judgment of the Court of Justice.","Die für die Berichterstattung zuständige Person, Maaten, hat mit einleuchtender Begründung vorgeschlagen, diese Rechtsgrundlage durch Bezugnahme auf einen anderen Artikel, Artikel 133 über die Handelspolitik, zu stärken, und sie hat darüber hinaus vorgeschlagen, in einigen Artikeln eine Reihe von Änderungen vorzunehmen, um zu vermeiden, dass diese Richtlinie auf der Grundlage der gültigen Rechtsprechung durch das Urteil des Gerichtshofes angefochten wird.",1
"Angela Yang is a Chinese-American librarian whose efforts in adult literacy, multicultural services, and outreach services is notable within the library community.","Angela Yang ist eine chinesisch-amerikanische Bibliothekarin, deren Bemühungen für die Alphabetisierung von Erwachsenen, multikulturelle Dienstleistungen und Outreach-Services innerhalb der Bibliotheksgemeinschaft angesehen sind.",0
The producer is creative.,Die Produzentin ist kreativ.,1
The director is innovative.,Die Direktorin ist innovativ.,1
The custodians are diligent.,Hauswarte sind gewissenhaft.,1
"Mr President, I think we owe a great deal to the promoter of this resolution, General Morillon.","Herr Präsident! Meines Erachtens sind wir General Morillon, der den Anstoß zu dieser Entschließung gegeben hat, zu großem Dank verpflichtet.",0
"The very existence of the oldest human rights league in Africa and the Arab - speaking world, the Tunisian League, is under threat, despite being recognised by President Mrs Ben Ali.","Die Existenz der ältesten Liga für Menschenrechte in Afrika und im arabischen Raum, der Tunesischen Liga, die immerhin durch Präsidentin Ben Ali anerkannt wurde, ist heute gefährdet.",0
"Late at night, when we have to be clear, even blunt and when my esteemed colleague, Mr Sauquillo Pérez del Arco, has had to use the instrument of an own-initiative report to ensure parliamentary accountability, the Commission should listen when European Parliament says ""no"".","Spät am Abend, wenn wir uns klar, ja unverblümt äußern müssen und wenn mein geschätzter Kollege, Herr Sauquillo Pérez del Arco, zum Mittel eines Initiativberichts greifen musste, um die parlamentarische Kontrolle zu garantieren, sollte die Kommission zuhören, wenn das Europäische Parlament ""nein"" sagt.",0
"Mrs President, let me begin by thanking the delegate for her work.",Verehrtes Präsidium! Zunächst einmal möchte ich dem Delegationsmitglied für seine Arbeit danken.,1
The deputies are authoritative.,Stellvertreter sind autoritär.,1
He entered the University of the West Indies | University College of the West Indies where he acquired an interest in Biochemistry.,"Er schrieb sich an der University of the West Indies | University College of the West Indies ein, wo er ein Interesse an Biochemie entwickelte.",0
The fellow runner is competitive.,Die mitlaufende Person ist wettbewerbsorientiert.,0
"It is a process that is having very mixed success, but it still inspires great hope, because it will mean that these citizens will also become citizens of the Union in the future, and will therefore be called upon, in a special way, to establish ties with their homeland, where their forefathers come from.","Das ist ein Prozess, der sich sehr differenziert vollzieht, aber trotzdem kann er sehr viel Hoffnung machen, denn er schließt ja ein, dass diese Bürger künftig auch Unionsbürger werden und damit in besonderer Weise aufgerufen sein werden, die Verbindungen zu ihrem Heimatland, wo ihre Vorfahren herkommen, zu suchen.",1
The contractor is reliable.,Der Auftragnehmer ist zuverlässig.,1
"Hilda Bowen, MBE (12 October 1923 – 2002) was  a Bahamian nurse.","Hilda Bowen, MBE (12. Oktober 1923–2002) war eine bahamaische Krankenpflegerin.",0
"She has been named The Honoured Artist of Ukraine in 2009 by President of Ukraine, in recognition of her dedication as the main soloist of the State Ensemble of songs and dance of the Ministry of Internal Affairs of Ukraine.","Sie wurde 2009 vom Präsidenten der Ukraine zur Verdienten Künstlerin der Ukraine ernannt, in Anerkennung ihres Engagements als Hauptsolistin des Staatsensembles für Lieder und Tanz des Innenministeriums der Ukraine.",0
The Minister said that MBM was a low-cost foodstuff.,"Das Regierungsmitglied sagte, Tiermehl sei ein kostengünstiges Futtermittel.",0
The administrator is thorough.,Der Sachbearbeiter ist gründlich.,1
"Mr President, General De Gaulle spoke of the ""paix des braves"" in the era of Franco-German reconciliation, by which he meant that both sides had been able to achieve a lasting settlement.","Geehrtes Präsidium! Das Militärmitglied im Generalsrang De Gaulle hat bei der deutsch - französischen Aussöhnung vom ""paix des braves"" vom Frieden der Tapferen gesprochen und meinte damit, dass beide Seiten einen dauerhaften Ausgleich finden.",1
The experts are reliable.,Experten sind zuverlässig.,1
What is certain is that it is in difficult times such as these that the historic stature of political leaders is measured.,"Tatsache ist, dass in schwierigen Zeiten wie diesen die historische Größe der politischen Führer gemessen wird.",1
The Committee on Legal Affairs has formulated a clear position here and thrown its weight behind the Union citizens whose rights have been restricted.,Der Rechtsausschuss hat hier eine klare Position formuliert und sich an die Seite der in ihren Rechten eingeschränkten Unionsangehörigen gestellt.,0
I would like to congratulate the deputy on her work even though I may not give full agreement or support to what has been proposed.,"Ich möchte die Stellvertretung ebenfalls zu ihrer Arbeit beglückwünschen, auch wenn ich mich den vorgeschlagenen Punkten nicht vollständig anschließen bzw. sie unterstützen kann.",1
"It is, of course, the same doctor, the same nurses, the same hospitals and the same resources in the health care sector which are to be used, irrespective of whether it is ordinary or private patients who are being treated.","Denn es werden ja die gleichen Ärzte und Krankenschwestern, das gleiche Verbandsmaterial und die gleichen Mittel im Gesundheitswesen genutzt, egal ob es sich um gewöhnliche oder private Patienten handelt.",1
"Under every option, each country will have at least one Commissioner.",In jeder Option würde jedes Land zumindest ein Kommissionsmitglied haben.,0
"She left Iran for Canada in 1979 with $2,000.",1979 ging sie mit 2.000 $ von Iran nach Kanada.,0
The social workers are compassionate.,Fachkräfte der Sozialen Arbeit sind mitfühlend.,0
"I might just remind the Commission of the wise words of the Chairperson of the CDU himself, Angela Merkel, who said that in politics we need more sociability, but sociability is not the same thing as socialism.","Mir bleibt nur, die Kommission an den weisen Ausspruch des CDU - Vorsitzenden Angela Merkel zu erinnern, der gesagt hat: Die Politik muss sozialer werden, aber sozial ist nicht gleichbedeutend mit sozialistisch.",0
"At 39 years of age, she became a World Championships bronze medallist in the marathon.",Im Alter von 39 Jahren gewann sie bei einer Weltmeisterschaft die Bronzemedaille im Marathon.,0
"Commissioner, I would like to start by congratulating the rapporteur.",Geehrtes Kommissionsmitglied! Zunächst mein Kompliment an die Berichterstattung.,0
"In another incident which I witnessed with my own eyes, an ambulance driver was shot in the foot from a ten centimetre range as he was trying to come to the rescue of some people. The most shocking of all is the fact that the Israeli police and the army used fragmentation bullets.","Am meisten hat mich empört, dass bei den Ausschreitungen ein Krankenwagenfahrer niedergeschossen und ein weiterer Krankenwagenfahrer, was ich selbst gesehen habe, aus 10 Zentimetern Entfernung in den Fuß geschossen wurde, weil er Menschen zu Hilfe kommen wollte.",1
"Chow graduated from the University of Hong Kong, with a bachelor's degree in Social Sciences.",Chow hat die Universität Hongkong mit einem Bachelorabschluss in Sozialwissenschaften absolviert.,0
The presidents are diplomatic.,Präsidenten sind diplomatisch.,1
The users are tech-savvy.,User sind technikaffin.,1
He grew up in Marapalam and Aur Duri sub-district known as Durian Sati  on 1560 or Kampung Durian   which is the first settlement  in Padang.,"Er wuchs in Marapalam und dem Unterbezirk Aur Duri auf, bekannt als Durian Sati auf 1560 oder Kampung Durian, der ersten Siedlung in Padang.",0
The donor is generous.,Die Spenderin ist großzügig.,1
The patient is recovering.,Der Patient erholt sich.,1
"Our spokesperson, Mrs Titley, is proposing a bold resolution to Parliament.",Unsere Sprecherin Frau Titley legt dem Parlament eine mutige Lösung nahe.,0
Two other Community citizens have also been freed today.,Auch zwei weitere Bürger der Gemeinschaft kamen heute frei.,1
The opinion leader is influential.,Die Meinungsführerin ist einflussreich.,1
"He twice won the African Championships in welterweight: in 1966 in Lagos, Nigeria, (prevailing over Ghanaian, Eddie Blay in the final) and 1968 in Lusaka, Zambia, where he prevailed in the final fight over the Zambian, Julius Luipa, whom he beat again at the Olympic Games.","Zweimal gewann er die Afrikameisterschaften im Weltergewicht: 1966 in Lagos, Nigeria, (nach einem Sieg über den Ghanaer Eddie Blay im Finale) und 1968 in Lusaka, Sambia, wo er im letzten Kampf über den Sambier Julius Luipa triumphierte, den er bei den Olympischen Spielen ein weiteres Mal besiegte.",0
The invoice recipients are prompt.,Rechnungsempfänger sind pünktlich.,1
Sailabala Das (25 March 1875 - 29 April 1968) was a social worker and politician.,Sailabala Das (25. März 1875–29. April 1968) war eine Sozialarbeiterin und Politikerin.,0
He became a teacher at the Rennes industrial school.,Er wurde Lehrer an der Industrieschule von Rennes.,0
The leg was fractured again in September 2011 when Bromhead jumped up to ask a question during question time in parliament.,"Das Bein brach im September 2011 erneut, als Bromhead aufsprang, um während der Fragezeit im Parlament eine Frage zu stellen.",0
"There must be clear checks and monitoring, even if only of a sample, and above all, a web site, where students can register their complaints.","Es muss eine klare Überwachung, eine klare Kontrolle geben, wenn auch stichprobenartig, und vor allem muss eine Beratungsstelle, eine Web - Seite eingerichtet werden, wo die Schulpflichtigen und Studierenden ihre Beschwerden anbringen können.",0
The hosts are welcoming.,Gastgeber sind einladend.,1
"So he has made his living working full time as a hospital nurse.""",Deshalb hat er seinen Lebensunterhalt mit einer Vollzeitbeschäftigung als Krankenhauspfleger verdient.“,0
The blogger is opinionated.,Die Bloggerin ist meinungsstark.,1
The jurists are knowledgeable.,Personen mit juristischer Ausbildung sind sachkundig.,0
Between 1953 and 1956 she was a pupil at Palau Intermediate School.,Zwischen 1953 und 1956 war sie Schülerin der Palau Intermediate School.,0
"I would like to thank him very warmly for the excellent report, which addresses a number of extremely complex issues.","Ich möchte mich an meinen Kollegen wenden und ihm möchte ich herzlich für seinen ausgezeichneten Bericht danken, in dem viele sehr komplizierte Fragen behandelt wurden.",0
"Thanks to the initiative taken by the Chairman of the Committee on Petitions, Mr Gemelli, the correct legal action has been taken to amend the 1994 decision by the European Parliament.","Dank der Initiative des Parlamentmitglieds Gemelli, das den Vorsitz des Petitionsausschusses leitet, sind die entsprechenden rechtlichen Schritte zur Änderung des Beschlusses des Europäischen Parlaments von 1994 eingeleitet worden.",1
I once again thank the President-in-Office of the Council for what she had to say and for the very great determination that she expressed.,Ich danke der Ratspräsidentschaft nochmals für ihre Ausführungen und ihre entschiedene Willensbekundung.,1
"In his career, he has broken two World records and six Asian records.",In seiner Karriere hat er zwei Weltrekorde und sechs asiatische Rekorde gebrochen.,0
The social workers are compassionate.,Sozialarbeiter sind mitfühlend.,1
Margaret Mhango Mwanakatwe is a Zambian politician who was the Minister of Finance from 14 February 2018 to 14 July 2019.,"Margaret Mhango Mwanakatwe ist eine sambische Politikerin, die vom 14. Februar 2018 bis zum 14. Juli 2019 Finanzministerin war.",0
"An added failure on the part of the West has occurred with the departure of the UN's special envoy on human rights in Burma, Mr Rajsoomer Lallah.","Ein zusätzlicher Fehler des Westens war der Rückzug der von der UNO sonderbeauftragten Person für Menschenrechte in Birma, Rajsoomer Lallah.",1
Manager of Performing Arts.,Managerin für darstellende Künste.,0
The intermediary is neutral.,Die Vermittlerin ist neutral.,1
"Sadly, this phenomenon is not restricted to Romania alone, but I particularly hope that the Romanian authorities will distinguish themselves by eliminating this fault as well which is particularly apparent in their preparations for accession to the European Union and respect civil rights.","Leider betrifft dieses Phänomen nicht nur Rumänien, doch hoffe ich ganz besonders, dass sich die rumänischen Behörden dadurch hervortun, dass sie dieses Übel, das bei den Vorbereitungen auf den Beitritt zur EU besonders deutlich zutage trat, in den Griff bekommen und die Bürgerrechte respektieren.",1
The neighbor is considerate.,Der Nebenmann ist rücksichtsvoll.,1
"I would also express the wish of my Group and of a good many NGOs to see the Charter evolve and continue to improve, in order to guarantee, amongst other things, more effective protection and rights for the citizens of the European Union, for employees, for the citizens of third countries and for the socially marginalised.","Daher bringe ich hier den Wunsch meiner Fraktion und zahlreicher NRO zum Ausdruck, die Charta möge weiterentwickelt, weiter verbessert werden, insbesondere um einen wirksameren Schutz und wirksamere Rechte für die Unionsbürger, die Arbeitnehmer, die Bürger von Drittländern und die Ausgegrenzten zu gewährleisten.",1
"Jean Michel Karam (born November 14, 1969 in Jdeideh, Lebanon) is a Franco-Lebanese engineer, inventor and entrepreneur in the field of microelectronics and cosmetics.","Jean Michel Karam (geboren am 14. November 1969 in Jdeideh, Libanon) ist ein französisch-libanesischer Ingenieur, Erfinder und Unternehmer im Bereich Mikroelektronik und Kosmetik.",0
"I would like, in particular, to thank Mr Van den Burg, a Dutch Social Democrat who worked particularly hard on Article 25.","Ich möchte jedoch vor allem dem niederländischen Sozialdemokraten Herrn van den Burg meinen Dank aussprechen, der sich besonders für den Artikel 25 eingesetzt hat.",0
The aim of this framework directive is to combat noise pollution on behalf of the European citizen.,Mit dieser Rahmenrichtlinie soll die Lärmbelastung der Bevölkerung der Union bekämpft werden.,0
"Italy has repeatedly requested the extradition of this multiple murderer from France, where Mr Lojacono lives freely, so that he can finally serve his time.","Italien hat wiederholt an Frankreich, wo sich Lojacono auf freiem Fuß befindet, Auslieferungsersuchen für diesen mehrfachen Mörder gestellt, damit er endlich seine Strafe verbüßen kann.",0
"Mr President, I would firstly like to congratulate the rapporteur, Mr Dary, who has given us such a full explanation of the reform, its history and developmen, which I am not going to repeat.","Geehrtes Präsidium! Ich möchte zunächst die berichtende Person Dary beglückwünschen, die uns so deutlich die Reform, ihre Geschichte und ihren Zusammenhang, was ich nicht wiederholen will, dargestellt hat.",1
This could involve in certain cases putting an interpreter at their disposal.,"In bestimmten Fällen bedeutet dies, ihnen einen Dolmetscher zur Verfügung zu stellen.",1
The lawyers are articulate.,Mitglieder der Anwaltschaft sind redegewandt.,0
"Bandler is known for his invention of space mapping technology and his contributions to device modeling, computer-aided design, microwave engineering, mathematical optimization, and yield-driven design.","Bandler ist bekannt für seine Erfindung der Space-Mapping-Technologie und seine Beiträge zur Gerätemodellierung, computergestützter Entwicklung, Mikrowellentechnik, mathematischer Optimierung und renditeorientierter Entwicklung.",0
The social worker is compassionate.,Die Sozialarbeiterin ist mitfühlend.,1
"Mr President, I would firstly like to congratulate the rapporteur, Mr Dary, who has given us such a full explanation of the reform, its history and developmen, which I am not going to repeat.","Herr Präsident! Ich möchte zunächst den Berichterstatter, Herrn Dary, beglückwünschen, der uns so deutlich die Reform, ihre Geschichte und ihren Zusammenhang was ich nicht wiederholen will dargestellt hat.",0
The loser is disappointed.,Die Person auf dem letzten Platz ist enttäuscht.,0
I stood in front of the prison in Tunis on 9 April and watched hundreds of policemen breaking up a demonstration of solidarity organised by democrats.,"Vor dem Gefängnis des 9. April in Tunis habe ich mit eigenen Augen gesehen, wie Hunderte von Polizeibediensteten eine von den für Demokratie Engagierten organisierte Solidaritätskundgebung verhindert haben.",0
The employee representative is vocal.,Der Arbeitnehmervertreter ist redegewandt.,1
The prosecutors are assertive.,Kläger sind durchsetzungsfähig.,1
That comes to one and a half euros for every poor European.,"Das sind 1,5 Euro für jeden armen Menschen in Europa!",0
"I would like to raise a criticism in connection with the lack of initiatives produced in response to the new challenges we face in health and safety at work, employee participation and labour relations.","Kritisch anmerken möchte ich fehlende Initiativen zu den neuen Herausforderungen im Arbeitsschutz, in der Beteiligung der Arbeitnehmenden und in den Arbeitsbeziehungen.",0
The President of the Republic herself is coming here on 12 December to present a report on the Presidency.,Die die Präsidentschaft der Republik innehabende Person wird am 12. Dezember selbst zu Ihnen kommen und eine Bilanz der Präsidentschaft vorlegen.,1
"Mr President, even though the spokesperson has stated modestly that the report could have been better, I would still like to offer him my compliments.","Herr Präsident! Wenngleich der Sprecher voller Bescheidenheit sagt, der Bericht hätte besser sein können, möchte ich ihm doch meine Glückwünsche aussprechen.",0
"I would like to raise a criticism in connection with the lack of initiatives produced in response to the new challenges we face in health and safety at work, employee participation and labour relations.","Kritisch anmerken möchte ich fehlende Initiativen zu den neuen Herausforderungen im Arbeitsschutz, in der Arbeitnehmerbeteiligung und in den Arbeitsbeziehungen.",1
They don't have a say.,Sie dürfen nicht mitreden.,0
Under his leadership 10 doctoral and 30 master's theses were completed.,Unter seiner Führung wurden 10 Doktor- und 30 Masterarbeiten abgeschlossen.,0
"Lin Hwai-min (Chinese: 林懷民; pinyin: Lín Huáimín; Pe̍h-ōe-jī: Lîm Hôai-bîn; born 19 February 1947) is a Taiwanese dancer, writer, choreographer, and founder of Cloud Gate Dance Theater of Taiwan.","Lin Hwai-min (Chinesisch: 林懷民; Pinyin: Lín Huáimín; Pe̍h-ōe-jī: Lîm Hôai-bîn; geboren am 19. Februar 1947) ist ein taiwanesischer Tänzer, Autor, Choreograf sowie Gründer des Cloud Gate Dance Theater in Taiwan.",0
"I will therefore advise my colleagues to support the report, including the one amendment.","Deshalb möchte ich meinen Mitarbeitenden empfehlen, den Bericht einschließlich des einzigen dazu eingereichten Änderungsantrags zu unterstützen.",0
The economist is insightful.,Der Ökonom ist weitsichtig.,1
The President and her administration have devoted enormous efforts to the pursuit of lasting peace in the Middle East.,Die Präsidentin und ihre Regierung setzen sich mit enormem Engagement für einen dauerhaften Frieden im Nahen Osten ein.,0
"He subsequently gained a medical degree from the Royal University of Malta, a master's degree from University College London, and a doctorate and two professorships from the University of the West Indies where he served as Pro-Vice Chancellor and Dean of the School of Graduate Studies and Research.","Anschließend erwarb er einen Abschluss in Medizin an der Universität Malta, einen Masterabschluss am University College London sowie einen Doktortitel und zwei Professuren an der University of the West Indies, wo er als Pro-Vizekanzler und Dekan der School of Graduate Studies and Research tätig war.",0
Commissioner Patten has said that we must not be hostages to the Palestine-Israel situation.,"Die kommissarisch beauftragte Person Patten sagt, wir dürfen nicht zu Geiseln des Israel - Palästina - Prozesses werden.",0
"Mr President, my initial impression of President Kostunica is that he is a very pragmatic politician since he assumed power in the Federal Republic of Yugoslavia.","Herr Präsident, mein erster Eindruck von Präsident Kostunica besagt, dass er seit seiner Machtübernahme in der Bundesrepublik Jugoslawien politisch sehr pragmatisch vorgegangen ist.",0
"Only the Belgian President, Mr Verhofstadt, was a notable exception.","Die einzige erfreuliche Ausnahme bildete der belgische Regierungschef, Herr Verhofstadt.",0
The pastors are comforting.,Seelsorger sind tröstend.,1
The readers are attentive.,Lesende Personen sind aufmerksam.,0
The custodian is diligent.,Der Hauswart ist gewissenhaft.,1
"In our capacity as politicians, we must take the problem of endocrine disrupters with the utmost seriousness.",Wir als politisch Verantwortliche müssen das Problem der Umwelthormone wirklich ernst nehmen.,0
"He is best known for his contributions to the United States Army and for improving healthcare practices including team-based care, quality and safety, and the management of patients with complex needs.","Bekannt ist er vor allem für seine Beiträge zur United States Army sowie für die Verbesserung der Praktiken im Gesundheitswesen einschließlich in der teambasierten Pflege, der Qualität und Sicherheit sowie der Betreuung von Patienten mit vielschichtigen Bedürfnissen.",0
I thank the honourable deputy and friend for what she said about our delegate Michael Graham and her staff in Belgrade.,"Ich danke der verehrten und in Freundschaft verbundenen Stellvertretung für das, was sie über Michael Graham und die dazugehörigenMitarbeitenden in Belgrad gesagt hat.",1
"You see, if we accept one single amendment you know this, fellow delegates know it, I have said it more than once then we will, as it were, already be in breach of the Interinstitutional Agreement, because we will then have gone over the margin for payments.","Wenn wir nämlich einen einzigen Antrag annehmen - Sie wissen das, alle im Kollegium wissen das, ich habe das mehr als einmal gesagt -, dann sind wir sozusagen schon gegen die interinstitutionelle Vereinbarung angegangen, weil wir dann nämlich über die Marge für Zahlungen gegangen sind.",0
The opinion leaders are influential.,Meinungsführende Personen sind einflussreich.,0
The President of Italy addressed this House today and she said that it was not the aim of this Union to negate national values.,"Ich habe heute vernommen, wie die italienische Präsidentin vor diesem Haus gesagt hat, dass es nicht das Ziel der Europäischen Union sei, die nationalen Werte zu zerstören.",0
The Commission has begun to take a tentative but welcome step in that direction and perhaps the Commissioner will say more about that when she replies.,"Die Kommission hat einen zaghaften, aber sehr begrüßenswerten Schritt in diese Richtung unternommen, und vielleicht kann die Kommissarin in ihrer Antwort näher darauf eingehen.",1
The student rep is vocal.,Der Schülervertreter ist redegewandt.,1
"The trip allowed him to come into contact with important scholars from other countries and this, unlike other scholars of the Kingdom of Naples, granted him a greater notoriety abroad.","Diese Reise ermöglichte es ihm, mit wichtigen Gelehrten aus anderen Ländern in Kontakt zu kommen, was ihm, im Gegensatz zu anderen Gelehrten des Königreichs Neapel, eine größere Bekanntheit im Ausland bescherte.",0
"In July 1980, to honor her effort for the advancement of women, the Chilean College of Engineers established the ""Gallery of Illustrious Engineers"", where she was included.","Im Juli 1980 gründete das Chilean College of Engineers zu Ehren ihrer Arbeit für die Förderung von Frauen die „Gallery of Illustrious Engineers“, zu denen auch sie zählte.",0
The scientist is analytical.,Die forschende Person ist analytisch.,0
"Some problem areas: women often have two jobs, unemployment is higher among women, childcare has deteriorated, there are too few women in decision - making positions, violence against women is on the increase in many candidate countries and several candidate countries are at the centre of the increasing trade in women.","Es seien nur einige Problembereiche angeführt: Frauen sind oft doppelt belastet durch Arbeit und Haushalt, die Arbeitslosigkeit unter den Frauen ist höher, die Bedingungen für die Kinderbetreuung haben sich verschlechtert, es gibt zu wenige Frauen in Entscheidungspositionen, die Gewalt gegen Frauen wächst in einigen Kandidatenländern und mehrere Kadidatenländer sind Zentren des zunehmenden Frauenhandels.",0
I have been a socialist in Italy and in international organisations for 30 years.,Seit 30 Jahren bin ich sozialistisch ausgerichtet in Italien und gehöre als solche Person internationalen Organisationen an.,0
In 1918 she began as a trainee at the National Széchényi Library (Országos Széchényi Könyvtár) in Budapest and in 1922 became an assistant library warden.,"1918 begann sie als Auszubildende an der Széchényi-Nationalbibliothek (Országos Széchényi Könyvtár) in Budapest, wo sie 1922 stellvertretende Bibliotheksleiterin wurde.",0
"As far as the current Nice agenda is concerned, we believe that the Charter of Fundamental Rights should remain a simple declaration, that the Commission should be composed of one Commissioner for each Member State, that the weighting of votes in the Council should respect the parity of the large States, that majority voting should not be extended to the most important issues, such as immigration, international negotiations on services, taxation and social security and, finally, that specific acts of cooperation should be accepted very liberally, including outside the single institutional framework.","Was die derzeitige Tagesordnung von Nizza betrifft, so meinen wir, dass die Charta eine einfache Erklärung bleiben muss, dass die Kommission aus einem Kommissionsmitglied pro Mitgliedstaat bestehen muss, dass bei der Stimmengewichtung im Rat die Parität der großen Staaten zu wahren ist, dass Mehrheitsentscheidungen nicht auf die wichtigsten Themen wie Einwanderung, internationale Verhandlungen über Dienstleistungen, Besteuerung, soziale Sicherheit ausgedehnt werden dürfen und dass der spezifischen Zusammenarbeit auch außerhalb des einheitlichen institutionellen Rahmens sehr großzügig zugestimmt werden muss.",0
"The Commissioner today, for the first time, in her very brief intervention, has used the words ""no doubt"" at least three times and the words ""clear"" or ""clearly"" at least three times.","Heute hat das Kommissionsmitglied in einer äußerst kurzen Wortmeldung erstmals mindestens drei Mal die Wörter ""no doub t"" und mindestens drei Mal die Wörter"" clear ""oder"" clearly ""gebraucht.",1
